teamID,teamName,teamTrack,region,country,schools,kind,title,abstract,year
3831,Brno_Czech_Republic,Environment,europe,Czech Republic,"Masaryk University,
ÂŽerotÃ­novo nÃ¡m. 617/9, 601 77 Brno, 
Czech Republic,   
https://www.muni.cz/en 

Brno University of Technology, 
AntonÃ­nskÃ¡ 548/1, 601 90 Brno,
Czech Republic,  
https://www.vutbr.cz/en/

Comenius University in Bratislava
ÂŠafÃ¡rikovo nÃ¡mestie 6, 814 99 Bratislava 1
Slovakia,
https://uniba.sk/en/

Shipping Information
CEITEC Masarykova Univerzita
Kamenice 753/5, ",collegiate,Phoscage,"Our team created a system for phosphate removal from water. The system is based on modified Bacillus subtilis. 
This bacterium is designed to be able to measure the amount of phosphate in water. If the phosphate exceeds a certain threshold concentration, the bacterium will start to form a system to pick it up. This consists of an enzyme that will bind the phosphate into long chains (polyphosphate kinase) and protein vesicles (bacterial microcompartments, BMCs) that will enclose the phosphate chains.
According to the design, these modified bacteria will be placed in water in a system that prevents their escape into the environment. After a period of time, the bacteria with the accumulated phosphates will be removed from the water, inactivated, and can be further utilized. We envision their use either as fertilizer or as a source of phoshporus for the chemical industry.",2021
1871,BroadRun-NorthernVA,High School,north-america,United States,"Broad Run High School
Ashburn
VA
http://www.loudoun.k12.va.us/brhs",high_school,Industrial Wastewater Treatment: Secretion and Synthesis of Bacterial Alpha Amylase by S.cerevisiae,"Industrial construction manufacturers recently switched to using paper instead of trees in some of their products. This leads to an excess of short chain cellulose fibers in the factoryÂ’s water system. Microbes feed off the starches and produce odorous butyric acid. The current solution is to use biocides, but this is expensive, short term, and environmentally unsafe. Our solution is to engineer a S.cerevisiae cell to produce the alpha amylase enzyme from B.amyloliquefaciens. The alpha amylase breaks down the starch molecules in the water, removing the food source of the butyric acid producing microbes. The genetically modified yeast were tested in both soluble starch concentrations and industrial water samples. The amount of starch dropped from .006% to 0% within two hours. The amylase enzyme is able to degrade starch effectively in industrial water samples, making it a viable, sustainable, and environmentally safe treatment of industrial wastewater. 
",2015
3236,BrockU,New Application,north-america,Canada,"Brock University
St. Catharines, Ontario
Canada
www.brocku.ca",collegiate,"Lights, Camera, Flip!","Flip recombinase is a versatile and important recombinase enzyme with broad applications in molecular genetic applications. Flip recombinase has been used to induce genetic mutations in vivo in numerous model organisms including bacteria, Drosophila, Zebrafish, and mouse and human cells. However, Flip recombinase activity is binary and thus cannot be precisely activated in time and space. Utilizing light-sensitive protein interaction domains termed Â“magnetsÂ”, we have developed a light-sensitive optogenetic variant of Flip recombinase that can be controlled in Escherichia coli with exquisite spatiotemporal precision. We believe this Opto-Flip recombinase has the potential to be utilized in multiple model organisms and will provide a novel tool allowing for precise molecular-genetic control for numerous future research and industrial applications.",2019
3260,BrownStanfordPrinctn,Manufacturing,north-america,United States,"Brown University, Providence, RI, USA https://www.brown.edu/

Stanford University, Palo Alto, CA USA https://www.stanford.edu/

Princeton University, Princeton, NJ USA https://www.princeton.edu/",collegiate,Towards an Astropharmacy,"Astronauts rely on regular shipments of medication from Earth because drugs degrade; this is an unsustainable practice for long-term manned missions. Our solution is the Â“AstropharmacyÂ” Â– an on-demand production system for protein-based drugs. The Astropharmacy comprises diagnostics, drug production, and purification. Within diagnostics, we enhanced paper-based microfluidics by innovating hydrophobic protein-based ink to 3D print microfluidic channels, improving resolution from wax-based channels. We designed genetic templates to produce insulin, teriparatide, and hG-CSF using cellular systems to harnesses the speed of VmaxTM, long-term viability of Bacillus subtilis, and production capability of E.coli, and commercial and lab-developed cell-free systems for their adaptability. Lyophilization techniques were applied to preserve the stability of the Astropharmacy at ambient temperatures. Drug production and purification were implemented on 3D-printed expression and PDMS purification microfluidic chips. The construction of the Astropharmacy was guided by insight from industry experts, astronauts, and doctors. 
",2019
4897,BS-United-China,High School,asia,China,"commercial team,high school",commercial,A new method for predicting acne vulgaris and preventing the occurrence of acne,"Acne vulgaris is the second most prevalent inflammatory dermatoses worldwide, impacting more than 85% of adolescentsÂ’ physical and psychological health. So far, no method on acne prevention is reported. Here, we invented a new L-RCA based method, BS test kit, to find out the Â‘healthyÂ’ people with potential acne vulgaris in 10 minutes. People who had the acne warning will undergo a certain treatment with BS cleanser. BS cleanser contained 3 key elements: a Propionibacterium acnes (P. acnes) fix protein named capsular antigen fragment 1- antimicrobial peptide infused (Caf1-AMP), and a specified P. acnes killing protein named TurboID-signal peptide. We also added Glutathione Peroxidase 7 to the BS cleanser to eliminate the reactive oxygen species and protect the skin cells from oxidative damage. In summary, we offer a solution for predicting and preventing the growth of P. acne in 'healthy' individuals before acne happens.",2023
3141,BSC_United,High School,asia,China,High Schools in China,high_school,MINILOSS (MIcrofluidic orgaN chIp for bLOod glucoSe Stabilization),"While diabetes mellitus afflicts hundreds of millions of peopleÂ in the world, combination of dietary control, physical exercise, and insulin injectionÂ is theÂ conventional approach for diabetic treatment.Â TheÂ patients are annoyed byÂ ceaseless tortureÂ ofÂ blood sampling and/or insulinÂ injectionÂ onÂ daily basis. Our project Â“MINILOSSÂ” (MIcrofluidic orgaN chIp for bLOod glucoSe Stabilization) commits to an innovative, painless, bio-based approach for diabetic treatment. Ordinary people have functional pancreas to secreteÂ insulin to metabolize glucose, while diabetics need insulin injection. Our ultimate goal is to enable probiotic bacteria within the GI tract to sense glucose level and to secrete insulin by the synthetic bacteria. Currently, we have accomplished an inÂ vitroÂ model to illustrate suchÂ aÂ process. The model incorporates multidisciplinary knowledge ofÂ synthetic biology, microfluidics, electrochemistry, and electrical engineering to provide an Â“organ-on-a-chipÂ”Â for the simulation of automatic regulation of glucoseÂ level for diabetic patients. ",2019
3882,BS_United_China,High School,asia,China,"multiple schools, multiple cities",high_school,Quorum Sensing Disabler for fooD Decontamination,"Food bacterial contamination impacts human health everyday. Food is easily colonized by pathogenic microorganisms, using quorum sensing (QS) to form biofilms on food surfaces, during production, processing, transportation, and serving. QS is the regulation of gene expression reacting to cell density and is used by both Gram positive and Gram negative bacteria to regulate various physiological functions. Our synthetic biology framework consists of two E.coli constructs, Part1(E.bsuahlscout), possessing LuxR to sense and combine AHL in the environment, which will be activated and initiate the expression of mcherry report gene, and Part2(E.bsuahlterminator), containing quorum quenching acylase pvdq fused with GFP to convert AHL into LHL, blocking QS signals. To improve LL-37 peptide generated by Jilin_China, we conjunct it to our Part 2, so P. aeruginosa are exposed to it and killed, and will live under a low-AHL environment. Thus, biofilms are not formed, and food decontamination is achieved.",2021
4329,BS_United_China,High School,asia,China,"jped academy
Beijing&#65292;China
daluojiepai.com

Keystone Academy Beijing, China www.keystoneacademy.cn

The Hill School                                                                                                                                                                                            Pottstown, PA &#65292;USA
www.thehill.org/",commercial,S. aureus Bacterial Inhibition with TurboID,"Staphylococcus aureus (S. aureus) threats the food safety especially for home storage. The enterotoxins can be generated by S. aureus quorum sensing (QS) system related to several genes named accessory gene regulator (Agr). Only AgrC and AgrB encode channel proteins which can react with autoinducing peptide (AIP). To block the QS channels, we utilized protein proximity labeling technology by fusing TurboID with N-AgrD and AIP. The fused proteins will bring TurboID to the quorum sensing channels AGRC and AGRB which will further be blocked by protein biotinylation on multiple lysine residues. The automatic biotinylation happens when the engineered Escherichia coli itself can produce more biotin through its own metabolic pathways. We therefore increased the expression of dethiobiotin synthetase and biotin synthase and, at the same time, knock-out of biotin consumption gene named bifunctional ligase/repressor BirA by CRISPR-Cas9. Thus, purified TurboID-AIP can be used for protecting food and our health.",2022
3238,BUAP_Mexico,Environment,latin-america,Mexico,"BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA
4 Sur 104 Centro HistÃ³rico, Puebla, MÃ©xico
C.P. 72000
https://www.buap.mx/",collegiate,PlastiCO&#8322; - Producing bioplastics from CO&#8322; and vegetable waste,"Nowadays the excessive production of CO&#8322; is causing a phenomenon called ocean acidification (OA) which combined with tons of plastics in the ocean are both main problems in the marine environment.
Through genetically transformation, E. coli BL-21 bacterium will combine the capability of plants to get CO&#8322; from the marine environment (decreasing the OA) and the skill from some bacterium to degradate of vegetable waste in order to have sugar source.  Both processes are vital in order to produce great pyruvate quantities to get polyhydroxybutyrate, which is used to produce bioplastics that could replace the prevailing polymer .  
For maintaining the Pyruvate production and photorespiration in the highest and lowest level, respectively we will design a system which works under anaerobic conditions and repress the aerobic metabolism using arcA protein and for measuring the pyruvate production we design a biosensor.

",2019
3699,BUCT,Environment,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn",collegiate,LegolasÂ•Microcystin: An innovation treatment of algal blooms and microcystin,"Every summer, many lakes around the world are covered with some disgusting, green microbes. They are cyanobacteria, which produce cyanobacteria toxins, such as microcystins. It can cause brain fever, skin allergies; even induce tumor genesis and liver cancer.
In our project, we use a special chassis -cyanophage. We try to add two parts to the phage: a functional part that can be used to degrade the toxin and a control part that prevents the release of the cyanophage. Our functional part consists of MLR gene cluster, which produces microcystin-LR degrading enzymes to decompose the long-lasting cyclic peptide into harmless amino acids. Our control part consists of Unnatural amino acid systems. It can be used to limit the proliferation of the cyanophage. By putting our designed recombinant cyanobacteria into water bodies, we hope this will be a more safe and effective treatment in algal blooms and toxins degradation.",2020
3875,BUCT,Therapeutics,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn",collegiate,Delivering gaba and 5Htp through fatty acid lowering (DeliGHtFAL),"The fast-paced life of contemporary society renders people suffer from obesity and anxiety seriously . Focusing on two grand challenges: overwork-induced obesity and anxiety, as they reflect disorders in both gastrointestinal and nervous systems, we based our approach on the current theories of the Â‘brain-gut axisÂ’. *E. coli* Nissle 1917 was used as a chassis with enhanced capacity of &#946;-oxidation of fatty acid, thereby increasing fatty acids consumption from diets to facilitate weight loss. Meanwhile, with a synthetic biology thinking, GABA and 5-HTP with anxiety-relieving effects were synthesized from the catabolic products of fatty acids in our engineered bacteria.",2021
4146,BUCT,Therapeutics,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn",collegiate,"ACE.hair: 2-phenylethyl Alcohol, Caffeine and E. coli used to create healthy hair-growth environment","The scalp microenvironment suffers from a variety of irritations, for which hair loss become a common and distressing symptom. Most functional hair products don't stay on the scalp for more than 30 seconds. We might as well call them cleansing products. In addition, a growing number of people believe that scalp health is closely related to hair growth. Our new idea is to use probiotics to achieve continuous scalp care. E. coli Nissle 1917, engineered by BUCT, consumes aliphatic acids or fatty acids which are one of the main causes of microbial growth and low hair density&#65292;to improve scalp microenvironment. Not only can E. coli stay on the scalp well, but probiotics which synthesize hair growth factors can also promote hair growth. Perfume molecule 2-phenylethyl alcohol is also produced to improve the smell of sebaceous glands and make hair full of fragrance.",2022
4644,BUCT,Therapeutics,asia,China,"Beijing University of Chemical Technology
Beijing, China
buct.edu.cn",collegiate,NephroWiz,"BUCT focuses on helping many patients with chronic kidney disease (CKD), and it is our team's top priority to help them alleviate the pain and improve the quality of life. We sincerely hope to provide them with effective help! We take the genetically engineered E. coli nissle 1917 as the carrier, hoping to reduce the content of creatinine and urea in patients through intestinal exudation in the form of probiotics, and generate non-toxic polyglutamic acid and the nutrient sarcosine. At the same time, BUCT also deeply carries forward the spirit of volunteers and humanistic care, popularizes the professional knowledge of kidney protection to more and more people while designing treatment plans, and deeply hopes to help more people!",2023
1513,BUCT-China,Environment,asia,China,Beijing University of Chemical Technology,collegiate,A  water quality detection  method based on constitutively  bioluminescent E. coli and  microfluidic  ,"Human beings have been suffering from contaminated water a lot  since first industrial revolution. Both of water protection and water examination are of great importance. Here, we aim at rapidly testing a multiply water sample, finding out whether itÂ’s toxic or not and making a specific toxin detection, these toxin materials may be heavy metals and nitrate that contained in the contaminated water. To achieve this, we design a bio-system-recombinant luminous Escherichia coli to which diverse bio-sensors are transformed. Then we ascertain the quality of water by analysis the light intensity which correlated to the expression of lux gene reflecting comprehensive toxicity and multi-FP genes indicating specific toxicities. All these test data are analyzed in a algorithm we designed which give feedback in the form of report including referable information. Furthermore, adding microfluidics to this system will make the trace and fast test possible.",2014
3197,BUCT-China,Environment,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn
",collegiate,Engineering Microbulbifer hydrolyticus for plastic degradation and value-added products,"Plastics are widely used in industry and households because of their low-weight, durability and low-production cost. Nowadays, the consumption of plastics has risen sharply. However, lack of effective waste plastics management poses a major threat to the environment. For the past few years, new technology about biodegradation of plastics has been a hot spot. Polyethylene (PE) and polystyrene (PS) are the most important mass-produced plastics, which are difficult to be degraded by the microorganism. Recently, we observed a strain Microbulbifer hydrolyticus , which has the ability to degrade PE and PS. In this study, we would try to investigate the mechanism of PE biodegradation, and find the key enzymes. Meanwhile, based on the genome sequencing and synthetic biology, we aim to construct an artificial metabolic pathway, engineering this strain to enhance the ability to plastics biodegrading. Furthermore, the strain could utilize plastics to synthetic value-added products, such as PHA, etc.",2019
3664,BUCT-China,Environment,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn ",collegiate,Biodegradation of plastics and further utilization of the degradation products for biopolymer synthesis,"Plastic is a remarkable substance that has multiple advantages for many applications. But it also brought huge disasters to our ecological environment. Over time, that plastic material does not biodegrade, but breaks down into tiny particles known as microplastics, and enter the food chain.  Last year, we observed a strain, which can degrade PE and PS. This year, based on last year's study, we made some improvements and conducted further exploration work. Our project have two parts. The first part is to degrade PE into alkanesIn. We construct an artificial metabolic pathway and use surface display to express Laccase on the surface of spores, making the reaction more efficient and intuitive. The second part is to use those metabolites to synthesize environmentally-friendly material PHFA (poly hydroxyl fatty acid). Based on genome sequencing and synthetic biology, we constructed another engineered bacteria to utilize plastics to synthetic value-added products such as PHFA.Â ",2020
3742,BUCT-China,Food & Nutrition,asia,China,"Beijing University of Chemical Technology
Beijing, China
www.buct.edu.cn",collegiate,The Future Food Â—Â—Cultured Meat,"Mankind has never stopped exploring the universe. With the development of science and technology, space migration is no longer a dream. Among the many problems of space migration, our team has great interest in space food. We tried to provide feasible solutions based on synthetic biology and tissue engineering technology. In our design, firstly, an engineered E. coli was employed and started with glucose as raw material to synthesize a bio-compatible polymer, which would work as scaffold for muscle cell growth. Afterwards, collagen was produced by another engineered E. coli and doped with scaffold materials. Then the scaffold was prepared by biological 3D printing technology. Finally, the extracted muscle stem cells were inoculated on the scaffold for culture, differentiation, and proliferation to form the final cultured meat. Besides, a mathematical model is established to simulate the growth of artificial meat, which would provide foundation and guidance for the future research.",2021
4194,BUCT-China,Food & Nutrition,asia,China,"Beijing University of Chemical Technology,Beijing, China
https://www.buct.edu.cn/main.htm",collegiate,Cultured Meat,"Based on the environmental pollution of traditional animal husbandry, over-exploitation, and excessive transmission of viruses in the process of unregulated breeding leads to avian influenza and such public health events. Our project intends to research cultured meat, to provide a new technology for the development of food safety, food hygiene, and standardized food production. Therefore, our design includes producing scaffold materials and cultivating muscle cells. Firstly, to reduce the influence of metabolic disturbance, E.coli with the autonomous dynamic regulation function was constructed to produce PHFA and provide raw materials for the scaffold system. Besides, to meet up with the challenge of the high-cost 3D-print scaffold can't be industrialized, the method of cell culture by microspheres is proposed, which greatly promotes the process of industrial large-scale production. As 
a result, our project will improve the human nutritional diet, reduces global carbon emissions, and also be a firm source of intergalactic colonialization.",2022
4612,BUCT-China,Diagnostics,asia,China,"Beijing University of Chemical Technology
Beijing,China
buct.edu.cn",collegiate,POMELO:Polymerase- enabled Molecular Computing,"Biological molecule diagnostics hold great promise in the field of healthcare. The BUCT-China team has developed DNA molecular probes capable of weighted summation calculations through polymerase-mediated strand displacement reactions. These probes, organized into an artificial biochemical circuit resembling a neural network structure, can execute weighted summation on multidimensional biomarker input signals, providing more intuitive low-dimensional diagnostic results for in vitro diagnostics and disease identification.
The introduction of polymerase provides a new weighting mechanism, reducing the design and manufacturing costs of weighted chains while simplifying the reaction process. This innovation makes it feasible to conduct molecular diagnostics involving high-weight targets. Moreover, the cell-free system enables microscale reactions, contributing to the safety and portability of the overall setup.",2023
1106,Buenos_Aires,Environment,latin-america,Argentina,"Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina
exactas.uba.ar",collegiate,To drink or not to drink,"Our project is focused on developing a biosensor specific for certain water pollutants, with a modular and scalable approach. This approach would make it easy to adapt the response for the detection of different substances. In contrast to other iGEM biosensors, it does not rely on expensive equipment or qualified people to interpret the results. Being aware that most of the populations affected by consumption of contaminated groundwater donÂ’t have scientific or technical training, we intend the device to be cheap and easily distributed. We have designed it in a way that any user could easily determine the presence and level of the contaminant on drinking water, using image-based instructions. The project will focus on measuring a primary pollutant: arsenic. However, its modular and scalable design provides an easy way to measure various contaminants such as nitrate/nitrite among others. 
",2013
1550,BUGSS_Baltimore,Community Labs,north-america,United States,"Baltimore Under Ground Science Space 
Baltimore, MD USA 
web.bugssonline.org",community_lab,Polymerase to the people!,"The DIY bio community has developed a number of open source, inexpensive designs for laboratory equipment necessary for synthetic biology, but the prices of commercial DNA polymerases remain a significant financial hurdle for labs operating on shoestring budgets. Founding members of the Baltimore Underground Science Space (BUGSS) began to address this problem in the 2010 iGEM competition, developing a Biobrick for Taq polymerase synthesis. BUGSS has built on this earlier work, developing a new Biobrick for Pfu DNA polymerase, which offers a replication error rate approximately 6 fold lower than that of Taq. The development of this Biobrick began with the amplification and cloning of the pol gene for Pfu DNA polymerase from contaminant DNA in a commercial stock enzyme. Modifications were made for compatibility with Biobrick Assembly Standard 10. BUGSS is now developing a kit for easy purification of Pfu polymerase to reduce the cost of this essential tool.",2014
2515,Bulgaria,Manufacturing,europe,Bulgaria,"Sofia University ""St. Kliment Ohridski""
Medical University - Sofia
Technical University - Sofia
",collegiate,ACE of BASE - Accelerated Crispr-based EvolutiOn For BActerial SElection,"Directed evolution has been established as an effective strategy for improving the function of biomolecules for industrial and research applications. One of the major pre-requirements for a successful directed evolution of proteins is a simple, fast and cost-efficient method for generating genetic diversity. Many technologies have been used during the years to propagate mutations. One of them is mutator strains, which carry defects in one or more of their DNA repair genes. A large number of gene knock-out, transcriptional or translational silencing methods were applied for mutator strain generation. Regardless of its great potential, the CRISPR guided dCas9 targeting to transcriptional start sites of bacterial DNA repair genes was not among them. Our project is focused on adapting this promising system to manipulate the mutation levels in E. coli in an attempt to create a novel and efficient mutator strain with controllable mutation levels and high transformation efficiency.",2017
3208,Bulgaria,Therapeutics,europe,Bulgaria,"Sofia university ""St. Kliment Ohridski"", Sofia, Bulgaria,  https://www.uni-sofia.bg/

TU - Sofia, Sofia, Bulgaria, https://tu-sofia.bg/",collegiate,"Peptidator P-800: Pathogens, you've been terminated!","Pathogens, you've been terminated!
Our novel synthetic platform for high throughput isolation and characterization of peptides with antimicrobial properties will serve as The Terminator for multi-resistant bacterial pathogens.
We are planning on using the available genomic and meta-genomic sequencing data as a source of novel peptide sequences that can be used instead of antibiotics. To identify such elements, we will be using different versions of the BLAST algorithm and known antimicrobial peptides as quarries. The next step would be to have these exact sequences synthesized as an oligonucleotide pool and cloned like an expression library in E.coli. Last but not least, we will be testing the activity of this library against a selected group of indicator strains that represent most of the major important human and animal pathogens as to find the perfect Peptidator! ",2019
3764,Bulgaria,Environment,europe,Bulgaria,"Sofia University ""St. Kliment Ohridski""
Sofia, Bulgaria
https://www.uni-sofia.bg/index.php/eng

Technical University of Sofia
Sofia, Bulgaria
https://tu-sofia.bg/",collegiate,2021 A Resistance Odyssey,"Our team focused on the application of protocols, combining identification of already known and discovery of new genetic determinants, for antibiotic resistance in waste waters.
In Phase 1, we gathered information for known antibiotic resistance genes by running full metagenomic sequencing, as well as through selective amplification and sequencing of integrons. This allowed early detection of antibiotic resistance factors relevant to clinically significant antibiotics. Then we singled out genes related to antibiotic resistance, which havenÂ’t been found in the territory of Bulgaria yet. 
Upon the discovery of new determinants, our project entered Phase 2, in which the determinants were generated using synthesis and gene cloning. 
The successful completion of our project would lead to the development of streamlined protocols for the examination of the cumulative resistome. This allows for an adequate estimation of antibiotic resistance and provide us with information for future emergence and treatment of multi-resistant bacteria. ",2021
4364,Bulgaria,Environment,europe,Bulgaria,"Technical university - Sofia
Sofia, Bulgaria
tu-sofia.bg

Sofia university ""St. Kliment Ohridski""
Sofia, Bulgaria
www.uni-sofia.bg

Paisii Hilendarski University of Plovdiv
Plovdiv, Bulgaria
uni-plovdiv.bg",collegiate,CADABRA - Cleaning Agent Development for Antibiotic Resistance Annihilation,"Latest research shows increased levels of 14 commonly used antibiotics in rivers across 72 countries on six continents. This finding is supported by reports from Patancheru (India) that indicate levels of the antibiotic ciprofloxacin a million times higher than usually found in treated urban sewage. In Europe, sediments from the Sava river reveal antibiotic levels 1,000 times higher than normally expected. 

The first step of our project is to potentially find an enzyme that degrades multiple kinds of antibiotics found in water sources. To do this we talked with field professionals as well as did our own research, in order to find applicable antibiotics which could become water pollutants, leading to high levels of antibiotic resistance.

After selecting the best enzymes for our purpose, our second step will be expressing them in laboratory Escherichia coli cells, in order to modify them via directed evolution for optimal activity in wastewater environments.",2022
4855,Bulgaria,Environment,europe,Bulgaria,"Technical University of Sofia, Sofia University St. Kliment Ohridski, New Bulgarian University, Medical University Sofia",collegiate,CADABRA - Cleaning Agent Developed for AntiBiotic Resistance Annihilation ,"The CADABRA project (Cleaning Agent Developed for AntiBiotic Resistance Annihilation) aims to combat antibiotic residue in wastewater, aggravated by the growing threat of antimicrobial resistance. The study targets the substantial release of antibiotics excreted through urine, subsequently entering the sewer systems. Water environments, especially Yantra River, show antimicrobial resistance hotspots, underscoring the research's urgency. It adheres to EQSD regulations, emphasizing the need for effective measures. The project's objective is enhancing naturally occurring metallo-&#946;-lactamases' activity, specifically VIM and NDM, to catalyze the hydrolysis of &#946;-lactam antibiotics effectively. This involves employing directed evolution and targeted mutagenesis techniques, guided by computational models, plus UV spectroscopy to monitor antibiotic concentrations in liquid samples. The biosafety and economic viability of CADABRA's enzymatic cocktail are paramount, prompting future plans to explore an alternative expression host, Pichia pastoris, for improved characteristics.
Overall, CADABRA strives to revolutionize antibiotic removal, ultimately achieving efficient antibiotic hydrolysis and reliable monitoring methods.",2023
977,BV_CAPS_Kansas,,north-america,United States,"This is a temporary list of schools

Center for Advanced Professional Studies
7501 West 149th Terrace
Overland Park, Kansas",high_school,The Effects of Increased Pyruvate Kinase Expression on the Production of Alkanes in Cyanobacteria,"Humans rely on carbon resources for nutrition and energy.  Through industrialization we have become dependent on non-renewable fossil fuels to the detriment of the environment.  Recent research into renewable biofuels has included work on the production of corn-based ethanol and the microbial degradation of cellulose from terrestrial plants.  Biofuels derived from these sources are not fully sustainable.  Third generation biofuels include those derived from microalgae.  Cyanbacteria are microalgae known to fix carbon dioxide into alkanes through the collective processes of photosynthesis, glycolysis, and fatty acid biosynthesis.  The CAPS iGEM Team 2013 begins metabolic engineering of these pathways by expressing a rabbit muscle derived pyruvate kinase, known to be a key regulator of glycolysis, within the cyanobacteria Synechocystis PCC 6803 in an effort to increase alkane production.  Pathways will be modeled using TinkerCell and assays for the production of pyruvate, fatty acids, and alkanes will be used to characterize our system.",2013
1195,BYU_Provo,Foundational Advance,north-america,United States,"Brigham Young University
Provo
Utah, USA
www.byu.edu",collegiate,Phage Pharming:  Two Approaches to Expanding the Use of Bacteriophage in Synthetic Biology,"Bacteriophages are the most abundant organism on the planet, yet most are still uncharacterized. Current research is focused on finding new ways to use bacteriophage either in their wild-type state or after they have been modified for use in synthetic biology.   We studied two ways to modify existing well-characterized bacteriophages. First, we employed random mutagenesis, CsCl purification, and plaque-size selection to isolate T4 and T7 bacteriophage with altered capsid sizes. A library of capsid sizes will allow researchers to select the appropriate bacteriophage for use in biotechnology or nanotechnology applications.  Second, we designed a cholera sensing and destruction circuit using bacteriophage lambda.  In this circuit, lambda contains biofilm-degrading enzymes controlled by a cholera quorum-sensing system transferred to E. coli.  Upon sensing cholera, this E. coli will activate lambda, leading to cell lysis and biofilm degradation. This research demonstrates the versatility and utility of bacteriophages in the field of synthetic biology.",2013
1356,BYU_Provo,Health & Medicine,north-america,United States,Brigham Young University,collegiate,Reclaiming water reclamation: Engineering microbes for enhanced sewage treatment ,"Wastewater facilities face challenges in effectively processing waste including residual antibiotics, excess nitrates, biofilm buildup and low survival rates of microbes essential to biodegredation. Using the native sludge bacteria Nitrosospira multiformis and Nitrosomonas eutropha as chassis we inserted genes to produce erythromycin esterase B and &#946;-lactamase to breakdown azythromycin and penicillin. We also inserted nirS, norB, norC, and nosZ from Pseudomonas aeruginosa PAO1 to convert nitrates into nitrogen gas, as well as genes to produce dispersin, amylase, and AHL-lactonase to inhibit biofilm formation. To increase bacteriophage resistance, prophage in the Nitrosospira and Nitrosomonas genomes were identified and used to build a guide RNA region for a Type II CRISPR system. By deleting the serA and serB genes we engineered serine auxotrophs to prevent release of our modified microbes. These improvements will help reduce antibiotic resistance, increase water reclamation, prevent algal blooms, and allow more biomass to be harvested.",2014
5024,BZK,High School,asia,China,"Olive Tree International Academy, BFSU
Hefei No.1 High School
Hefei NO.8 Middle School International Department",commercial,"Gout ""Firefighter"" - Probiotics","Uric acid is a waste product of the metabolism of purines in the food, most of the uric acid is excreted through liver. However, if the body is unable to efficiently excrete uric acid, uric acid level will rise, forming urate crystal and deposit in the joints and surrounding soft tissue, causing a painful and inflammatory response that lead to joint pain, and swelling. Some animals use urate oxidase to catalyze the conversion of uric acid into allantoin, which helps reduce the accumulation of uric acid in the body. Therefore, this project uses probiotics to express enzymes such as urate oxidase to degrade excess uric acid in the body, thereby reducing the risk of gout. Compare with the current treatment, probiotics therapy can better avoid the shortcomings of traditional treatment.",2023
4862,BZK-SH,High School,asia,China,"Shanghai Arete Bilingual School, Shanghai
Shanghai Experimental Foreign Language middle school, Shanghai
Shanghai Experimental Foreign Language School, Shanghai
Shanghai Foreign Language School, Shanghai",commercial,Construction of an in vitro screening model for dengue virus inhibitor drugs,"Our team is dedicated to developing a test kit for evaluating the effectiveness of medicines in combating dengue, a pressing public health issue with millions of viral infections annually and no current effective treatment.  The NS3 protein, a versatile 69 kDa protein in the Dengue virus, possesses protease, helicase, and 5-triphosphatase (NTPase) activities.  Helicase is crucial for viral replication and represents a promising target for specific antiviral inhibitors.  However, the lack of effective in vitro high-throughput screening methods and medications for identifying potential RNA helicase inhibitors necessitates a rapid screening solution.  Our project involves analyzing the helicase sequence and employing molecular cloning and protein purification techniques to create a high-throughput in vitro screening method.  This method aims to expedite the discovery of helicase inhibitors and contribute to high-throughput drug screening for NS3 helicase, kit development, and medicine discovery in the future.",2023
2248,Cadets2Vets,Environment,north-america,United States,"University of Washington Tacoma Washington  www.uwt.edu
United States Military Academy West Point, New York www.usma.edu",community_lab,"Affordable, Paper-based Assay For Detection Of Arsenic Contamination","Arsenic is a toxic chemical that can be naturally occurring or a result of industrial contamination. The identification of dangerous arsenic concentrations in groundwater and soil is important because arsenic poses a serious health risk to living organisms. Unfortunately, arsenic testing is expensive, time consuming, and requires sophisticated equipment. This is especially relevant to soldiers deployed to resource-scarce, field environments. Our team is using synthetic biology to develop a more affordable, portable, and accessible means of testing. We designed a plasmid that uses ArsR, a negative transcriptional repressor, to regulate the expression of Green Fluorescent Protein (GFP). In the presence of arsenic, ArsR will undergo a conformational change that allows GFP expression. The assay is performed using a low cost paper ticket made by Edgewood Chemical Biological Center and analyzed with ultraviolet light. The development of this circuit would provide an inexpensive way to evaluate arsenic contamination.",2017
4226,CAFA_China,Conservation,asia,China,"Central Academy of Fine Arts
Beijing, China
https://www.cafa.edu.cn/
",collegiate, A kill switch for synthetic life,"A ""kill switch"" is defined as an artificial system that causes cell death under certain conditions. In other IGEM team projects, the kill switch is often used to ensure the biosafety of the project. Our team designed a series of cell death programs, programmed control of life and presented a series of ""engineered bacterial death simulators"" in the form of installation art, in which bacteria will perform their life performance.",2022
