Team ID , Team  , Region , Country , Track , Kind , Size , Status , Year , Section
1399,Edinburgh,Europe,United Kingdom,Foundational Advance,Collegiate,20,Accepted,2014,undergrad
1615,Edinburgh,Europe,United Kingdom,Health & Medicine,Collegiate,19,Accepted,2015,undergrad
3380,Edinburgh,Europe,United Kingdom,Environment,Collegiate,20,Accepted,2020,overgrad
3946,Edinburgh,Europe,United Kingdom,Manufacturing,Collegiate,19,Accepted,2021,overgrad
4849,Edinburgh,Europe,United Kingdom,Climate Crisis,Collegiate,17,Accepted,2023,overgrad
4390,Edinburgh-UHAS_Ghana,Africa,United Kingdom,Environment,Collegiate,36,Accepted,2022,undergrad
1968,Edinburgh_OG,Europe,United Kingdom,New Application,Collegiate,15,Accepted,2016,overgrad
2330,Edinburgh_OG,Europe,United Kingdom,Therapeutics,Collegiate,13,Accepted,2017,overgrad
2739,Edinburgh_OG,Europe,United Kingdom,Manufacturing,Collegiate,17,Accepted,2018,overgrad
2940,Edinburgh_OG,Europe,United Kingdom,Environment,Collegiate,12,Accepted,2019,overgrad
1967,Edinburgh_UG,Europe,United Kingdom,Information Processing,Collegiate,16,Accepted,2016,undergrad
2406,Edinburgh_UG,Europe,United Kingdom,Foundational Advance,Collegiate,13,Accepted,2017,undergrad
2725,Edinburgh_UG,Europe,United Kingdom,Foundational Advance,Collegiate,18,Accepted,2018,undergrad
2952,Edinburgh_UG,Europe,United Kingdom,Energy,Collegiate,13,Accepted,2019,undergrad
794,Ehime-Japan,Asia,Japan,New Application,Collegiate,9,Accepted,2012,iGEM
1584,Elan_Vital_Korea,Asia,"Korea, Republic Of",High School,High_school,11,Accepted,2015,high_school
1301,Elan_Vital_South_Korea,Asia,"Korea, Republic Of",Health & Medicine(P),High_school,6,Accepted,2014,iGEM
4375,ELTE,Europe,Hungary,Therapeutics,Collegiate,10,Accepted,2022,overgrad
2146,Emory,North America,United States,Foundational Advance,Collegiate,9,Accepted,2016,undergrad
2487,Emory,North America,United States,Environment,Collegiate,15,Accepted,2017,undergrad
2679,Emory,North America,United States,Food & Nutrition,Collegiate,16,Accepted,2018,overgrad
2181,EMW_Street_Bio,North America,United States,Hardware,Community_lab,9,Accepted,2016,collegiate
1294,Enloe_Raleigh,North America,United States,,High_school,1,Accepted,2014,iGEM
522,ENSPS-Strasbourg,Europe,France,Software Tools,Collegiate,10,Accepted,2011,iGEM
92,EPF-Lausanne,Europe,Switzerland,,Collegiate,14,Accepted,2008,iGEM
191,EPF-Lausanne,Europe,Switzerland,Foundational Advance,Collegiate,15,Accepted,2009,iGEM
613,EPF-Lausanne,Europe,Switzerland,Foundational Advance,Collegiate,12,Accepted,2011,iGEM
838,EPF-Lausanne,Europe,Switzerland,Manufacturing,Collegiate,14,Accepted,2012,iGEM
1941,EPFL,Europe,Switzerland,Information Processing,Collegiate,15,Accepted,2016,overgrad
2203,EPFL,Europe,Switzerland,Diagnostics,Collegiate,16,Accepted,2017,undergrad
2686,EPFL,Europe,Switzerland,Therapeutics,Collegiate,18,Accepted,2018,overgrad
2916,EPFL,Europe,Switzerland,Environment,Collegiate,14,Accepted,2019,overgrad
3600,EPFL,Europe,Switzerland,Food & Nutrition,Collegiate,14,Accepted,2020,overgrad
4035,EPFL,Europe,Switzerland,Environment,Collegiate,15,Accepted,2021,overgrad
4439,EPFL,Europe,Switzerland,Manufacturing,Collegiate,15,Accepted,2022,overgrad
4888,EPFL,Europe,Switzerland,Therapeutics,Collegiate,16,Accepted,2023,overgrad
320,EPF_Lausanne,Europe,Switzerland,Health & Medicine,Collegiate,16,Accepted,2010,iGEM
1111,EPF_Lausanne,Europe,Switzerland,New Application,Collegiate,16,Accepted,2013,overgrad
1486,EPF_Lausanne,Europe,Switzerland,New Application,Collegiate,22,Accepted,2014,undergrad
1723,EPF_Lausanne,Europe,Switzerland,Information Processing,Collegiate,20,Accepted,2015,undergrad
2511,EpiphanyNYC,North America,United States,High School,High_school,24,Accepted,2017,high_school
105,ESBS-Strasbourg,Europe,France,,Collegiate,10,Accepted,2008,iGEM
251,ESBS-Strasbourg,Europe,France,,Collegiate,9,Withdrawn,2009,iGEM
365,ESBS-Strasbourg,Europe,France,Foundational Advance,Collegiate,16,Accepted,2010,iGEM
4917,Estonia-TUIT,Europe,Estonia,Conservation,Collegiate,23,Accepted,2023,overgrad
3692,Estonia_TUIT,Europe,Estonia,Manufacturing,Collegiate,35,Accepted,2020,undergrad
4020,Estonia_TUIT,Europe,Estonia,Therapeutics,Collegiate,29,Accepted,2021,undergrad
4440,Estonia_TUIT,Europe,Estonia,Manufacturing,Collegiate,29,Accepted,2022,undergrad
2131,Ethiopia1,Africa,Ethiopia,,Collegiate,1,Withdrawn,2016,Unspecified
39,ETHZ,Europe,Switzerland,Information Processing,Collegiate,14,Accepted,2007,iGEM
445,ETHZ,Europe,,,Collegiate,14,Accepted,2006,iGEM
487,ETHZ,Europe,,,Collegiate,17,Accepted,2005,iGEM
422,ETHZ_Basel,Europe,Switzerland,Information Processing,Collegiate,13,Accepted,2010,iGEM
142,ETH_Zurich,Europe,Switzerland,,Collegiate,12,Accepted,2008,iGEM
625,ETH_Zurich,Europe,Switzerland,Information Processing,Collegiate,9,Accepted,2011,iGEM
909,ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate,13,Accepted,2012,iGEM
1216,ETH_Zurich,Europe,Switzerland,Information Processing,Collegiate,16,Accepted,2013,overgrad
1541,ETH_Zurich,Europe,Switzerland,Information Processing,Collegiate,13,Accepted,2014,overgrad
1847,ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate,16,Accepted,2015,overgrad
2116,ETH_Zurich,Europe,Switzerland,Diagnostics,Collegiate,14,Accepted,2016,overgrad
2500,ETH_Zurich,Europe,Switzerland,Therapeutics,Collegiate,14,Accepted,2017,overgrad
2845,ETH_Zurich,Europe,Switzerland,New Application,Collegiate,13,Accepted,2018,overgrad
3211,ETH_Zurich,Europe,Switzerland,Therapeutics,Collegiate,12,Accepted,2019,overgrad
703,Evansville_Central,North America,United States,,High_school,9,Accepted,2012,iGEM
812,Evry,Europe,France,Foundational Advance,Collegiate,24,Accepted,2012,iGEM
1163,Evry,Europe,France,Health & Medicine,Collegiate,16,Accepted,2013,overgrad
1413,Evry,Europe,France,Environment,Collegiate,22,Accepted,2014,overgrad
1611,Evry,Europe,France,Health & Medicine,Collegiate,11,Accepted,2015,overgrad
2042,Evry,Europe,France,Manufacturing,Collegiate,16,Accepted,2016,overgrad
4601,Evry-Paris-Saclay,Europe,France,Therapeutics,Collegiate,22,Accepted,2023,overgrad
2448,Evry_Paris-Saclay,Europe,France,Food & Nutrition,Collegiate,19,Accepted,2017,overgrad
2675,Evry_Paris-Saclay,Europe,France,Foundational Advance,Collegiate,21,Accepted,2018,overgrad
2983,Evry_Paris-Saclay,Europe,France,Manufacturing,Collegiate,16,Accepted,2019,overgrad
3453,Evry_Paris-Saclay,Europe,France,New Application,Collegiate,20,Accepted,2020,overgrad
3766,Evry_Paris-Saclay,Europe,France,Foundational Advance,Collegiate,15,Accepted,2021,overgrad
4432,Evry_Paris-Saclay,Europe,France,Diagnostics,Collegiate,17,Accepted,2022,overgrad
764,Exeter,Europe,United Kingdom,Manufacturing,Collegiate,17,Accepted,2012,iGEM
1173,Exeter,Europe,United Kingdom,Foundational Advance,Collegiate,14,Accepted,2013,undergrad
1398,Exeter,Europe,United Kingdom,Environment,Collegiate,15,Accepted,2014,overgrad
1586,Exeter,Europe,United Kingdom,New Application,Collegiate,20,Accepted,2015,undergrad
1914,Exeter,Europe,United Kingdom,Measurement,Collegiate,18,Accepted,2016,overgrad
2324,Exeter,Europe,United Kingdom,Environment,Collegiate,19,Accepted,2017,overgrad
2695,Exeter,Europe,United Kingdom,Environment,Collegiate,19,Accepted,2018,undergrad
3039,Exeter,Europe,United Kingdom,Environment,Collegiate,17,Accepted,2019,overgrad
3371,Exeter,Europe,United Kingdom,Environment,Collegiate,14,Accepted,2020,undergrad
4339,Exeter,Europe,United Kingdom,Manufacturing,Collegiate,11,Accepted,2022,undergrad
4694,Exeter,Europe,United Kingdom,Therapeutics,Collegiate,20,Accepted,2023,undergrad
4253,FAFU,Asia,China,Foundational Advance,Collegiate,43,Accepted,2022,undergrad
1864,FAFU-CHINA,Asia,China,Environment,Collegiate,19,Accepted,2015,undergrad
2074,FAFU-CHINA,Asia,China,Environment,Collegiate,22,Accepted,2016,undergrad
2384,FAFU-CHINA,Asia,China,Environment,Collegiate,25,Accepted,2017,undergrad
2820,FAFU-CHINA,Asia,China,,Collegiate,1,Withdrawn,2018,Unspecified
2935,FAFU-CHINA,Asia,China,Energy,Collegiate,16,Accepted,2019,undergrad
3550,FAFU-CHINA,Asia,China,New Application,Collegiate,29,Accepted,2020,undergrad
3732,FAFU-CHINA,Asia,China,New Application,Collegiate,28,Accepted,2021,undergrad
4113,FAFU-China,Asia,China,Therapeutics,Collegiate,23,Accepted,2022,overgrad
772,Fatih-Medical,Europe,Turkey,Health & Medicine,Collegiate,30,Accepted,2012,iGEM
541,Fatih_Turkey,Europe,Turkey,New Application,Collegiate,18,Accepted,2011,iGEM
4930,FAU-Erlangen,Europe,Germany,Diagnostics,Collegiate,21,Accepted,2023,overgrad
1861,FAU_Erlangen,Europe,Germany,Health & Medicine,Collegiate,11,Accepted,2015,undergrad
2169,FAU_Erlangen,Europe,Germany,Energy,Collegiate,19,Accepted,2016,overgrad
2641,FAU_Erlangen,Europe,Germany,Foundational Advance,Collegiate,23,Accepted,2018,overgrad
3117,FAU_Erlangen,Europe,Germany,Foundational Advance,Collegiate,30,Accepted,2019,overgrad
3498,FCB-UANL,Latin America,Mexico,Environment,Collegiate,19,Accepted,2020,undergrad
4065,FCB-UANL,Latin America,Mexico,Environment,Collegiate,31,Accepted,2021,undergrad
4881,FDR-HBPeru,Latin America,Peru,High School,High_school,28,Accepted,2023,high_school
3082,FDR-HB_Peru,Latin America,Peru,High School,High_school,24,Accepted,2019,high_school
3466,FDR-HB_Peru,Latin America,Peru,High School,High_school,29,Accepted,2020,high_school
3810,FDR-HB_Peru,Latin America,Peru,High School,High_school,35,Accepted,2021,high_school
4338,FDR-HB_Peru,Latin America,Peru,High School,High_school,27,Accepted,2022,high_school
1269,FHS_Frederick_MD,North America,United States,Food & Energy(P),High_school,10,Accepted,2014,iGEM
2570,FJNU-China,Asia,China,Environment,Collegiate,15,Accepted,2018,undergrad
3086,Florida,North America,United States,Foundational Advance,Collegiate,11,Accepted,2019,undergrad
2523,Florida_Atlantic,North America,United States,Software,Collegiate,14,Accepted,2017,overgrad
846,Foothill_Cali,North America,United States,,High_school,0,Pending,2012,iGEM
1567,Fort_Leeders_of_NJ,North America,United States,,High_school,0,Pending,2014,Unspecified
2419,Franconia,Europe,Germany,Manufacturing,Collegiate,39,Accepted,2017,overgrad
849,Frankfurt,Europe,Germany,Food & Energy,Collegiate,13,Accepted,2012,iGEM
1181,Frankfurt,Europe,Germany,Food & Energy,Collegiate,15,Accepted,2013,overgrad
57,Freiburg,Europe,Germany,Foundational Research,Collegiate,13,Accepted,2007,iGEM
157,Freiburg,Europe,Germany,,Collegiate,15,Accepted,2008,iGEM
447,Freiburg,Europe,,,Collegiate,6,Accepted,2006,iGEM
608,Freiburg,Europe,Germany,Foundational Advance,Collegiate,12,Accepted,2011,iGEM
747,Freiburg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2012,iGEM
1150,Freiburg,Europe,Germany,Foundational Advance,Collegiate,25,Accepted,2013,overgrad
1470,Freiburg,Europe,Germany,New Application,Collegiate,21,Accepted,2014,overgrad
1621,Freiburg,Europe,Germany,Health & Medicine,Collegiate,32,Accepted,2015,overgrad
2114,Freiburg,Europe,Germany,Therapeutics,Collegiate,19,Accepted,2016,overgrad
2295,Freiburg,Europe,Germany,Therapeutics,Collegiate,22,Accepted,2017,overgrad
3009,Freiburg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2019,overgrad
4229,Freiburg,Europe,Germany,Foundational Advance,Collegiate,15,Accepted,2022,overgrad
4604,Freiburg,Europe,Germany,Foundational Advance,Collegiate,19,Accepted,2023,overgrad
243,Freiburg_bioware,Europe,Germany,Foundational Advance,Collegiate,21,Accepted,2009,iGEM
404,Freiburg_Bioware,Europe,Germany,Health & Medicine,Collegiate,20,Accepted,2010,iGEM
279,Freiburg_software,Europe,United States,Software Tools,Collegiate,7,Accepted,2009,iGEM
405,Freiburg_Software,Europe,Germany,Software Tools,Collegiate,7,Accepted,2010,iGEM
4846,FSHS-GD,Asia,China,High School,Commercial,12,Accepted,2023,high_school
2367,FSU,North America,United States,Therapeutics,Collegiate,16,Accepted,2017,undergrad
2832,FSU,North America,United States,Foundational Advance,Collegiate,19,Accepted,2018,undergrad
3172,FSU,North America,United States,Environment,Collegiate,21,Accepted,2019,undergrad
3702,FSU,North America,United States,Environment,Collegiate,20,Accepted,2020,undergrad
3792,FSU,North America,United States,Food & Nutrition,Collegiate,24,Accepted,2021,undergrad
4475,FSU,North America,United States,Climate Crisis,Collegiate,16,Accepted,2022,undergrad
4680,FSU,North America,United States,Therapeutics,Collegiate,15,Accepted,2023,undergrad
1100,Fudan,Asia,China,Foundational Advance,Collegiate,15,Accepted,2013,overgrad
1440,Fudan,Asia,China,Health & Medicine,Collegiate,19,Accepted,2014,undergrad
1777,Fudan,Asia,China,Foundational Advance,Collegiate,18,Accepted,2015,undergrad
1925,Fudan,Asia,China,Therapeutics,Collegiate,17,Accepted,2016,undergrad
2446,Fudan,Asia,China,Therapeutics,Collegiate,12,Accepted,2017,undergrad
2549,Fudan,Asia,China,Foundational Advance,Collegiate,11,Accepted,2018,undergrad
3245,Fudan,Asia,China,Therapeutics,Collegiate,16,Accepted,2019,undergrad
3606,Fudan,Asia,China,Food & Nutrition,Collegiate,19,Accepted,2020,undergrad
3790,Fudan,Asia,China,Diagnostics,Collegiate,14,Accepted,2021,undergrad
4162,Fudan,Asia,China,Manufacturing,Collegiate,21,Accepted,2022,undergrad
4765,Fudan,Asia,China,Environment,Collegiate,15,Accepted,2023,undergrad
2886,Fudan-CHINA,Asia,China,Therapeutics,Collegiate,15,Accepted,2018,undergrad
384,Fudan-Shanghai,Asia,China,,Collegiate,8,Withdrawn,2010,iGEM
604,Fudan-Shanghai,Asia,China,New Application,Collegiate,20,Accepted,2011,iGEM
3257,Fudan-TSI,Asia,China,Foundational Advance,Collegiate,11,Accepted,2019,undergrad
2460,Fudan_China,Asia,China,Information Processing,Collegiate,10,Accepted,2017,undergrad
798,Fudan_D,Asia,China,New Application,Collegiate,27,Accepted,2012,iGEM
785,Fudan_Lux,Asia,China,Information Processing,Collegiate,18,Accepted,2012,iGEM
4870,Fujian-United,Asia,China,High School,Commercial,31,Accepted,2023,high_school
4000,Fujian_United,Asia,China,High School,Commercial,28,Accepted,2021,high_school
4288,Fujian_United,Asia,China,High School,Commercial,36,Accepted,2022,high_school
4688,FZPt-CHINA,Asia,China,Bioremediation,Collegiate,78,Accepted,2023,undergrad
3769,FZU-China,Asia,China,Therapeutics,Collegiate,12,Accepted,2021,undergrad
2882,Galilee_Culture,Asia,Israel,High School,High_school,1,Withdrawn,2018,high_school
169,Gaston Day School,North America,United States,,Collegiate,1,Pending,2008,iGEM
4481,GastonDay-Shangde,North America,United States,Therapeutics,Collegiate,16,Accepted,2022,undergrad
1877,Gaston_Day,North America,United States,Environment,Collegiate,12,Accepted,2016,undergrad
230,Gaston_Day_School,North America,United States,Environment,Collegiate,10,Accepted,2009,iGEM
308,Gaston_Day_School,North America,United States,Environment,Collegiate,10,Accepted,2010,iGEM
614,Gaston_Day_School,North America,United States,Environment,Collegiate,6,Accepted,2011,iGEM
824,Gaston_Day_School,North America,United States,Environment,Collegiate,7,Accepted,2012,iGEM
1042,Gaston_Day_School,North America,United States,Environment,Collegiate,13,Accepted,2013,undergrad
1320,Gaston_Day_School,North America,United States,Environment,Collegiate,14,Accepted,2014,undergrad
1749,Gaston_Day_School,North America,United States,Environment,Collegiate,15,Accepted,2015,undergrad
2221,Gaston_Day_School,North America,United States,Energy,Collegiate,10,Accepted,2017,undergrad
2536,Gaston_Day_School,North America,United States,Environment,Collegiate,14,Accepted,2018,undergrad
2994,Gaston_Day_School,North America,United States,Environment,Collegiate,9,Accepted,2019,undergrad
3417,Gaston_Day_School,North America,United States,Environment,Collegiate,14,Accepted,2020,undergrad
4063,Gaston_Day_School,North America,United States,Environment,Collegiate,25,Accepted,2021,undergrad
3500,GA_State_SW_Jiaotong,North America,United States,Environment,Collegiate,28,Accepted,2020,undergrad
3842,GA_State_SW_Jiaotong,North America,United States,New Application,Collegiate,38,Accepted,2021,overgrad
4493,GA_State_SW_Jiaotong,North America,United States,Climate Crisis,Collegiate,42,Accepted,2022,overgrad
2517,GBioS_ESALQ,Latin America,Brazil,,Collegiate,1,Withdrawn,2017,Unspecified
3938,GCGS_China,Asia,China,High School,High_school,18,Accepted,2021,high_school
982,GCHS_IN,North America,Unspecified,,High_school,0,Pending,2013,iGEM
1038,Gdansk-UG,Europe,Poland,Food & Energy,Collegiate,8,Accepted,2013,undergrad
2585,GDSYZX,Asia,China,High School,High_school,24,Accepted,2018,high_school
2947,GDSYZX,Asia,China,High School,High_school,31,Accepted,2019,high_school
3458,GDSYZX,Asia,China,High School,High_school,23,Accepted,2020,high_school
3880,GDSYZX,Asia,China,High School,High_school,23,Accepted,2021,high_school
4270,GDSYZX,Asia,China,High School,High_school,20,Accepted,2022,high_school
2089,GDSYZX-United,Asia,China,High School,High_school,32,Accepted,2016,high_school
5005,GEC-CHINA,Asia,China,High School,Commercial,16,Accepted,2023,high_school
5001,GEC-Guangzhou,Asia,China,High School,Commercial,29,Accepted,2023,high_school
4852,GEMS-Taiwan,Asia,Taiwan,High School,Commercial,35,Accepted,2023,high_school
4137,GEMS_Taiwan,Asia,Taiwan,High School,Commercial,25,Accepted,2022,high_school
3254,GENAS_China,Asia,China,High School,High_school,21,Accepted,2019,high_school
1278,GenetiX_Tec_CCM,Latin America,Mexico,Environment(P),High_school,15,Accepted,2014,iGEM
1870,GenetiX_Tec_CCM,Latin America,Mexico,High School,High_school,14,Accepted,2015,high_school
1429,Genspace,North America,United States,Community Labs,Community_lab,28,Accepted,2014,collegiate
1799,Genspace,North America,United States,Community Labs,Community_lab,24,Accepted,2015,collegiate
2128,Genspace,North America,United States,Manufacturing,Community_lab,26,Accepted,2016,collegiate
529,GeorgiaState,North America,United States,Manufacturing,Collegiate,7,Accepted,2011,iGEM
755,GeorgiaState,North America,United States,Environment,Collegiate,15,Accepted,2012,iGEM
4736,GeorgiaState-SWJTU,North America,United States,Biomanufacturing,Collegiate,37,Accepted,2023,overgrad
410,GeorgiaTech,North America,United States,Manufacturing,Collegiate,16,Accepted,2010,iGEM
582,GeorgiaTech,North America,United States,New Application,Collegiate,11,Accepted,2011,iGEM
1156,GeorgiaTech,North America,United States,Foundational Advance,Collegiate,10,Accepted,2013,undergrad
1539,GeorgiaTech,North America,United States,Foundational Advance,Collegiate,14,Accepted,2014,undergrad
1743,GeorgiaTech,North America,United States,Health & Medicine,Collegiate,11,Accepted,2015,undergrad
431,Georgia_State,North America,United States,Foundational Advance,Collegiate,15,Accepted,2010,iGEM
1110,Georgia_State,North America,United States,Health & Medicine,Collegiate,13,Accepted,2013,overgrad
1441,Georgia_State,North America,United States,Health & Medicine,Collegiate,17,Accepted,2014,overgrad
1800,Georgia_State,North America,United States,Manufacturing,Collegiate,17,Accepted,2015,overgrad
1915,Georgia_State,North America,United States,Manufacturing,Collegiate,23,Accepted,2016,overgrad
2524,Georgia_State,North America,United States,Diagnostics,Collegiate,18,Accepted,2017,overgrad
2640,Georgia_State,North America,United States,Diagnostics,Collegiate,21,Accepted,2018,overgrad
3042,Georgia_State,North America,United States,Environment,Collegiate,20,Accepted,2019,undergrad
916,Georgia_Tech,North America,United States,Information Processing,Collegiate,10,Accepted,2012,iGEM
1566,GES_NCSU_Raleigh_NC,North America,United States,Policy & Practices,Collegiate,14,Accepted,2014,overgrad
2776,GiFFM-Germany,Europe,Unspecified,,Collegiate,1,Withdrawn,2018,Unspecified
1332,Gifu,Asia,Japan,New Application,Collegiate,14,Accepted,2014,undergrad
1859,Gifu,Asia,Japan,New Application,Collegiate,15,Accepted,2015,undergrad
2158,Gifu,Asia,Japan,Environment,Collegiate,22,Accepted,2016,undergrad
2438,Gifu,Asia,Japan,Food & Nutrition,Collegiate,18,Accepted,2017,undergrad
2798,Gifu,Asia,Japan,Foundational Advance,Collegiate,20,Accepted,2018,undergrad
4031,Gifu,Asia,Japan,Diagnostics,Collegiate,16,Accepted,2021,undergrad
4715,Gifu,Asia,Japan,Foundational Advance,Collegiate,16,Accepted,2023,undergrad
3222,GIFU_TOKAI,Asia,Japan,Foundational Advance,Collegiate,26,Accepted,2019,undergrad
23,Glasgow,Europe,Uk,Environment,Collegiate,23,Accepted,2007,iGEM
660,Glasgow,Europe,United Kingdom,Manufacturing,Collegiate,14,Accepted,2011,iGEM
1463,Glasgow,Europe,United Kingdom,New Application,Collegiate,16,Accepted,2014,undergrad
1725,Glasgow,Europe,United Kingdom,New Application,Collegiate,13,Accepted,2015,undergrad
2151,Glasgow,Europe,United Kingdom,Food & Nutrition,Collegiate,14,Accepted,2016,undergrad
2442,Glasgow,Europe,United Kingdom,Food & Nutrition,Collegiate,15,Accepted,2017,undergrad
1013,Glendale_CC_AZ,North America,United States,,Collegiate,14,Withdrawn,2013,overgrad
4285,Goethe_Frankfurt,Europe,Germany,Environment,Collegiate,17,Accepted,2022,overgrad
777,Goettingen,Europe,Germany,Health & Medicine,Collegiate,16,Accepted,2012,iGEM
1045,Goettingen,Europe,Germany,Health & Medicine,Collegiate,15,Accepted,2013,overgrad
1430,Goettingen,Europe,Germany,Health & Medicine,Collegiate,15,Accepted,2014,overgrad
1865,Goettingen,Europe,Germany,New Application,Collegiate,13,Accepted,2015,overgrad
1978,Goettingen,Europe,Germany,Food & Nutrition,Collegiate,13,Accepted,2016,overgrad
2586,Goettingen,Europe,Germany,Environment,Collegiate,11,Accepted,2018,overgrad
4404,Goettingen,Europe,Germany,Climate Crisis,Collegiate,9,Accepted,2022,overgrad
1503,Gothenburg,Europe,Sweden,Foundational Advance,Collegiate,15,Accepted,2014,overgrad
423,Gothenburg-Sweden,Europe,Sweden,,Collegiate,10,Withdrawn,2010,iGEM
2688,GO_Paris-Saclay,Europe,France,Environment,Collegiate,20,Accepted,2018,overgrad
3027,GO_Paris-Saclay,Europe,France,Foundational Advance,Collegiate,21,Accepted,2019,overgrad
3427,GO_Paris-Saclay,Europe,France,Information Processing,Collegiate,19,Accepted,2020,overgrad
3902,GO_Paris-Saclay,Europe,France,Diagnostics,Collegiate,20,Accepted,2021,overgrad
4370,GO_Paris-Saclay,Europe,France,Climate Crisis,Collegiate,26,Accepted,2022,undergrad
839,GPHS_Snohomish_WA,North America,United States,,High_school,10,Accepted,2012,iGEM
4825,GreatBay-SCIE,Asia,China,High School,High_school,25,Accepted,2023,high_school
2753,GreatBay_China,Asia,China,High School,High_school,19,Accepted,2018,high_school
3089,Greatbay_SCIE,Asia,China,High School,High_school,20,Accepted,2019,high_school
3593,GreatBay_SCIE,Asia,China,High School,High_school,20,Accepted,2020,high_school
3897,GreatBay_SCIE,Asia,China,High School,High_school,24,Accepted,2021,high_school
4275,GreatBay_SCIE,Asia,China,High School,Commercial,26,Accepted,2022,high_school
3264,GreatBay_SZ,Asia,China,High School,High_school,23,Accepted,2019,high_school
3596,GreatBay_SZ,Asia,China,High School,High_school,21,Accepted,2020,high_school
3859,GreatBay_SZ,Asia,China,High School,Commercial,19,Accepted,2021,high_school
3858,GreatBay_United,Asia,China,High School,Commercial,20,Accepted,2021,high_school
2364,Greece,Europe,Greece,Therapeutics,Collegiate,26,Accepted,2017,undergrad
3840,Greece_United,Europe,Greece,Therapeutics,Collegiate,18,Accepted,2021,undergrad
698,GreenfieldCentral_IN,North America,United States,,High_school,12,Accepted,2012,iGEM
586,Greenfield_IN-Rihm-HS,North America,United States,,High_school,7,Accepted,2011,iGEM
637,Greenfield_IN-Schini-HS,North America,United States,,High_school,2,Accepted,2011,iGEM
1178,Greensboro-Austin,North America,United States,Manufacturing,Collegiate,29,Accepted,2013,overgrad
1426,Greensboro_Aggies,North America,United States,Art & Design,Collegiate,9,Accepted,2014,undergrad
545,Grenoble,Europe,France,Environment,Collegiate,18,Accepted,2011,iGEM
845,Grenoble,Europe,France,Information Processing,Collegiate,17,Accepted,2012,iGEM
2299,Grenoble-Alpes,Europe,France,Diagnostics,Collegiate,17,Accepted,2017,overgrad
2629,Grenoble-Alpes,Europe,France,Diagnostics,Collegiate,16,Accepted,2018,undergrad
3128,Grenoble-Alpes,Europe,France,Diagnostics,Collegiate,19,Accepted,2019,undergrad
1141,Grenoble-EMSE-LSU,Europe,France,New Application,Collegiate,19,Accepted,2013,undergrad
3463,Grenoble_Alpes,Europe,France,Therapeutics,Collegiate,17,Accepted,2020,undergrad
531,Grinnell,North America,United States,Manufacturing,Collegiate,4,Accepted,2011,iGEM
77,Groningen,Europe,Netherlands,,Collegiate,10,Accepted,2008,iGEM
190,Groningen,Europe,Netherlands,Environment,Collegiate,12,Accepted,2009,iGEM
305,Groningen,Europe,Netherlands,New Application,Collegiate,15,Accepted,2010,iGEM
607,Groningen,Europe,Netherlands,Information Processing,Collegiate,16,Accepted,2011,iGEM
818,Groningen,Europe,Netherlands,Food & Energy,Collegiate,14,Accepted,2012,iGEM
1085,Groningen,Europe,Netherlands,Health & Medicine,Collegiate,13,Accepted,2013,overgrad
1365,Groningen,Europe,Netherlands,Health & Medicine,Collegiate,18,Accepted,2014,overgrad
1597,Groningen,Europe,Netherlands,Energy,Collegiate,11,Accepted,2015,overgrad
1930,Groningen,Europe,Netherlands,Information Processing,Collegiate,18,Accepted,2016,overgrad
2361,Groningen,Europe,Netherlands,Food & Nutrition,Collegiate,19,Accepted,2017,overgrad
2783,Groningen,Europe,Netherlands,Manufacturing,Collegiate,16,Accepted,2018,overgrad
3171,Groningen,Europe,Netherlands,New Application,Collegiate,15,Accepted,2019,overgrad
3507,Groningen,Europe,Netherlands,Food & Nutrition,Collegiate,18,Accepted,2020,overgrad
3748,Groningen,Europe,Netherlands,Environment,Collegiate,12,Accepted,2021,overgrad
4233,Groningen,Europe,Netherlands,Therapeutics,Collegiate,17,Accepted,2022,overgrad
4720,Groningen,Europe,Netherlands,Diagnostics,Collegiate,19,Accepted,2023,overgrad
4660,GU-Frankfurt,Europe,Germany,Environment,Collegiate,26,Accepted,2023,overgrad
1227,Guadalajara,Latin America,Mexico,Environment,Collegiate,4,Accepted,2013,undergrad
2057,Guanajuato_Mx,Latin America,Mexico,Manufacturing,Collegiate,24,Accepted,2016,undergrad
4157,Guangxi-U-China,Asia,China,Therapeutics,Collegiate,40,Disqualified,2022,undergrad
4581,Guangxi-U-China,Asia,China,Therapeutics,Collegiate,41,Accepted,2023,overgrad
4891,Guangzhou-MedX,Asia,China,High School,Commercial,22,Accepted,2023,high_school
152,Guelph,North America,Canada,,Collegiate,8,Accepted,2008,iGEM
3189,Guelph,North America,Canada,Diagnostics,Collegiate,32,Accepted,2019,undergrad
4058,Guelph,North America,Canada,Environment,Collegiate,50,Accepted,2021,overgrad
4321,Guelph,North America,Canada,Food & Nutrition,Collegiate,39,Accepted,2022,undergrad
4597,Guelph,North America,Canada,Food & Nutrition,Collegiate,50,Accepted,2023,overgrad
1287,Guelph_CentennialCVI,North America,United States,,High_school,0,Pending,2014,iGEM
3050,Gunma,Asia,Japan,Foundational Advance,Collegiate,9,Accepted,2019,undergrad
4032,Gunma,Asia,Japan,Environment,Collegiate,14,Accepted,2021,undergrad
